IRO_ADJ;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_proletarian_dictatorship;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_presidential_dictatorship;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_bourgeois_dictatorship;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_fascist_dictatorship;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_absolute_monarchy;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_prussian_constitutionalism;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_hms_government;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_democracy;Iroquois;Iroquois;Iroquois;;;;;;;;;;;x;
IRO_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
IRO_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
IRO_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
IRO_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
IRO_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
IRO_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
IRO_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
IRO_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
IRO_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
