GUJ_ADJ;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_proletarian_dictatorship;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_presidential_dictatorship;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_bourgeois_dictatorship;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_fascist_dictatorship;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_absolute_monarchy;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_prussian_constitutionalism;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_hms_government;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_democracy;Guetamala;Guetamala;Guetamala;;;;;;;;;;;x;
GUJ_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
GUJ_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
GUJ_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
GUJ_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
GUJ_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
GUJ_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
GUJ_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
GUJ_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
GUJ_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
