ASH_ADJ;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_proletarian_dictatorship;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_presidential_dictatorship;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_bourgeois_dictatorship;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_fascist_dictatorship;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_absolute_monarchy;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_prussian_constitutionalism;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_hms_government;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_democracy;Ashanti;Ashanti;Ashanti;;;;;;;;;;;x;
ASH_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
ASH_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
ASH_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
ASH_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
ASH_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
ASH_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
ASH_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
ASH_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
ASH_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
