HUB_ADJ;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_proletarian_dictatorship;Hunan;Hunan;Hunan;;;;;;;;;;;x;
HUB_presidential_dictatorship;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_bourgeois_dictatorship;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_fascist_dictatorship;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_absolute_monarchy;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_prussian_constitutionalism;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_hms_government;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_democracy;Hubei;Hubei;Hubei;;;;;;;;;;;x;
HUB_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
HUB_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
HUB_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
HUB_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
HUB_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
HUB_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
HUB_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
HUB_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
HUB_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
