KAY_ADJ;Kayorian;Kayorian;Kayorian;;;;;;;;;;;x;
KAY;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_proletarian_dictatorship;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_presidential_dictatorship;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_bourgeois_dictatorship;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_fascist_dictatorship;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_absolute_monarchy;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_prussian_constitutionalism;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_hms_government;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_democracy;Kayor;Kayor;Kayor;;;;;;;;;;;x;
KAY_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
KAY_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
KAY_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
KAY_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
KAY_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
KAY_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
KAY_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
KAY_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
KAY_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
