VIC_ADJ;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_proletarian_dictatorship;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_presidential_dictatorship;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_bourgeois_dictatorship;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_fascist_dictatorship;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_absolute_monarchy;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_prussian_constitutionalism;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_hms_government;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_democracy;Vichlahermasa;Vichlahermasa;Vichlahermasa;;;;;;;;;;;x;
VIC_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
VIC_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
VIC_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
VIC_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
VIC_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
VIC_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
VIC_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
VIC_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
VIC_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
