SIB_ADJ;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_proletarian_dictatorship;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_presidential_dictatorship;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_bourgeois_dictatorship;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_fascist_dictatorship;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_absolute_monarchy;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_prussian_constitutionalism;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_hms_government;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_democracy;Sibir;Sibir;Sibir;;;;;;;;;;;x;
SIB_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
SIB_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
SIB_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
SIB_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
SIB_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
SIB_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
SIB_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
SIB_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
SIB_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
