TEN_ADJ;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_proletarian_dictatorship;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_presidential_dictatorship;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_bourgeois_dictatorship;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_fascist_dictatorship;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_absolute_monarchy;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_prussian_constitutionalism;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_hms_government;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_democracy;Tenkodogo;Tenkodogo;Tenkodogo;;;;;;;;;;;x;
TEN_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
TEN_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
TEN_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
TEN_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
TEN_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
TEN_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
TEN_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
TEN_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
TEN_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
